packets_per_second,avg_request_rate,failed_connections,unique_ports,bytes_per_packet,connection_duration,payload_entropy,label
7,3.13,0,1,806.26,3.45,2.98,sql_injection
21,6.15,5,2,339.38,5.18,2.65,sql_injection
15,6.62,3,2,899.96,3.36,3.45,sql_injection
17,5.18,2,1,469.78,5.41,2.92,sql_injection
13,2.01,2,3,675.04,6.26,2.22,sql_injection
10,8.06,2,2,654.77,2.29,2.91,sql_injection
15,9.36,4,1,484.44,6.7,2.25,sql_injection
18,3.85,0,3,751.31,2.6,2.26,sql_injection
16,5.39,2,1,483.92,6.59,2.31,sql_injection
8,3.99,6,1,805.0,4.34,2.3,sql_injection
11,8.47,3,2,784.6,2.41,1.94,sql_injection
4,2.77,0,2,813.23,6.17,3.54,sql_injection
16,3.61,3,3,837.52,2.26,2.6,sql_injection
23,4.15,4,1,852.22,4.48,2.98,sql_injection
13,8.17,3,3,767.36,6.37,2.22,sql_injection
4,3.86,5,2,274.39,7.82,2.5,sql_injection
26,8.9,5,3,749.51,6.21,2.54,sql_injection
9,2.45,4,2,581.32,2.86,3.18,sql_injection
16,7.78,3,3,363.17,5.7,3.41,sql_injection
6,6.27,5,3,626.42,3.76,3.63,sql_injection
25,2.66,5,3,827.15,6.57,2.3,sql_injection
28,5.52,3,1,429.32,6.68,2.05,sql_injection
0,3.36,6,3,332.3,2.99,3.24,sql_injection
16,8.51,1,1,702.41,6.36,3.08,sql_injection
12,4.83,0,1,681.65,5.07,2.73,sql_injection
28,6.41,3,2,737.81,2.7,2.21,sql_injection
19,5.1,7,2,471.43,6.84,3.13,sql_injection
20,5.67,0,3,806.35,7.46,2.36,sql_injection
3,6.13,0,2,439.62,2.96,2.81,sql_injection
12,4.78,5,2,892.29,7.61,2.82,sql_injection
16,3.75,3,2,767.99,4.39,2.57,sql_injection
24,6.39,3,2,421.03,4.61,3.27,sql_injection
21,3.92,3,3,639.82,3.13,2.18,sql_injection
0,6.02,0,3,813.23,3.06,2.82,sql_injection
30,2.4,2,2,866.6,4.46,2.24,sql_injection
27,1.08,3,3,894.15,3.1,2.25,sql_injection
10,7.92,2,1,380.7,6.07,2.95,sql_injection
30,8.66,0,3,437.06,7.16,2.65,sql_injection
22,4.48,5,2,332.99,3.56,2.36,sql_injection
19,2.18,4,3,558.27,5.78,3.2,sql_injection
25,2.76,2,3,554.4,2.48,2.11,sql_injection
25,7.89,0,2,648.61,4.66,3.29,sql_injection
14,1.78,5,2,526.45,2.94,2.64,sql_injection
4,1.56,2,1,766.35,5.55,3.28,sql_injection
14,6.38,0,2,600.47,8.06,2.12,sql_injection
23,6.53,7,2,527.73,4.84,2.41,sql_injection
11,7.16,4,1,371.43,2.12,3.24,sql_injection
13,5.49,7,1,798.65,1.92,2.38,sql_injection
32,4.34,5,3,777.14,7.1,2.04,sql_injection
10,9.63,3,1,408.56,1.74,2.6,sql_injection
22,4.83,5,3,856.84,6.82,2.36,sql_injection
7,8.13,1,3,713.67,6.48,2.02,sql_injection
24,3.52,0,0,793.77,3.19,2.64,sql_injection
18,6.41,0,2,593.47,5.05,2.87,sql_injection
5,3.45,4,1,542.68,6.78,3.7,sql_injection
25,6.97,6,3,434.26,6.78,2.94,sql_injection
17,6.33,5,3,660.67,4.17,2.11,sql_injection
20,6.75,3,3,727.11,7.7,2.86,sql_injection
4,2.58,1,1,378.28,6.47,1.69,sql_injection
14,3.8,2,2,544.96,6.74,3.2,sql_injection
18,1.24,5,3,810.38,4.86,2.7,sql_injection
21,7.04,0,1,562.0,5.0,2.32,sql_injection
16,1.89,4,1,407.78,2.03,3.33,sql_injection
6,3.26,0,2,842.39,5.85,2.76,sql_injection
5,8.73,5,1,628.58,3.7,3.03,sql_injection
8,1.67,5,2,644.6,5.12,2.25,sql_injection
7,3.74,1,3,336.64,7.91,2.64,sql_injection
10,3.8,4,2,386.09,7.15,2.2,sql_injection
5,0.85,4,2,811.46,3.03,2.98,sql_injection
6,4.14,5,3,687.96,6.47,2.23,sql_injection
12,6.67,2,2,481.09,3.75,2.76,sql_injection
17,2.53,5,3,728.48,3.77,3.33,sql_injection
15,4.19,3,2,386.22,4.03,2.13,sql_injection
28,5.62,2,3,401.22,4.72,3.05,sql_injection
18,6.85,5,1,872.01,2.22,3.32,sql_injection
18,4.66,3,3,634.15,3.13,2.56,sql_injection
16,9.4,5,1,562.99,1.98,3.51,sql_injection
23,6.91,2,2,549.94,3.9,1.97,sql_injection
18,6.49,3,1,997.27,4.45,3.44,sql_injection
5,6.08,6,2,420.53,2.51,2.7,sql_injection
25,1.34,2,3,763.83,6.35,2.57,sql_injection
16,4.25,0,3,637.05,3.53,3.21,sql_injection
5,2.11,3,1,432.19,6.14,3.3,sql_injection
19,8.25,1,3,834.08,8.12,3.28,sql_injection
25,5.95,3,3,657.17,7.08,2.52,sql_injection
26,6.65,6,1,663.29,5.24,3.34,sql_injection
17,7.52,3,1,575.71,4.72,2.87,sql_injection
11,7.69,5,3,895.05,4.78,2.5,sql_injection
5,2.56,2,2,471.25,6.16,3.43,sql_injection
25,7.56,1,2,328.51,1.99,2.5,sql_injection
4,1.96,0,2,798.15,3.01,3.01,sql_injection
19,8.92,6,2,611.13,6.29,3.27,sql_injection
4,6.5,1,3,957.43,1.6,3.48,sql_injection
27,7.76,4,2,776.12,4.28,2.87,sql_injection
0,1.55,4,1,537.81,4.17,2.51,sql_injection
16,4.24,2,3,790.95,7.61,2.37,sql_injection
28,4.82,6,2,726.76,6.75,3.45,sql_injection
16,5.31,2,3,396.43,3.55,2.51,sql_injection
16,5.55,0,1,559.81,2.88,2.64,sql_injection
6,3.36,5,1,747.78,7.93,2.61,sql_injection
2,7.97,5,2,531.02,7.18,2.59,sql_injection
3,7.44,1,3,660.46,6.51,3.59,sql_injection
27,3.54,3,2,891.27,6.79,3.72,sql_injection
15,4.78,2,1,461.28,5.9,3.12,sql_injection
2,6.88,2,3,451.35,0.88,1.91,sql_injection
20,8.31,0,2,531.25,3.66,3.46,sql_injection
3,7.69,2,2,418.2,5.27,3.62,sql_injection
19,6.11,2,3,667.37,5.58,2.52,sql_injection
13,6.08,1,2,836.63,6.82,3.49,sql_injection
14,6.62,3,3,396.18,5.66,2.76,sql_injection
12,4.35,1,3,613.3,3.27,2.31,sql_injection
31,7.35,3,3,713.89,6.01,3.15,sql_injection
21,6.91,0,2,778.66,6.94,2.71,sql_injection
27,3.25,2,1,330.47,6.61,3.05,sql_injection
20,9.16,0,3,489.82,8.04,2.34,sql_injection
25,7.57,5,1,478.43,1.51,2.05,sql_injection
11,6.11,3,2,798.11,3.35,2.1,sql_injection
9,3.13,4,3,579.47,5.29,2.5,sql_injection
22,5.43,3,1,391.77,8.7,3.31,sql_injection
29,3.45,6,3,550.82,3.86,2.54,sql_injection
12,6.47,3,1,754.06,4.62,2.06,sql_injection
16,5.8,4,3,849.44,3.68,2.13,sql_injection
15,6.84,3,3,841.9,6.28,3.41,sql_injection
8,5.08,0,1,573.7,4.4,2.23,sql_injection
22,4.85,0,3,304.08,2.52,3.57,sql_injection
11,3.28,1,1,593.22,2.67,2.35,sql_injection
26,6.18,4,3,504.57,5.57,2.31,sql_injection
10,1.47,7,1,371.05,7.21,2.78,sql_injection
21,7.91,4,2,520.58,5.16,2.78,sql_injection
26,2.83,5,3,725.95,7.0,2.68,sql_injection
5,6.28,4,1,388.02,7.47,2.86,sql_injection
22,3.41,1,3,495.35,4.31,2.76,sql_injection
18,4.8,3,1,714.18,6.03,2.97,sql_injection
24,5.7,2,2,754.75,4.33,3.19,sql_injection
5,3.87,3,3,693.87,7.33,2.65,sql_injection
32,3.8,6,3,821.14,5.25,2.73,sql_injection
18,5.71,5,1,567.82,7.34,2.41,sql_injection
27,7.53,3,3,851.81,6.35,2.18,sql_injection
10,2.91,1,3,550.7,5.92,2.9,sql_injection
10,3.95,0,2,699.65,7.19,1.97,sql_injection
25,8.41,5,1,409.9,6.44,3.42,sql_injection
30,4.42,0,1,362.67,7.82,2.76,sql_injection
8,4.76,3,2,785.02,4.31,3.15,sql_injection
19,6.65,6,1,438.5,3.98,3.2,sql_injection
0,2.38,7,3,680.32,7.01,3.36,sql_injection
6,2.66,1,1,758.4,2.57,2.78,sql_injection
8,6.96,1,2,617.0,5.79,2.97,sql_injection
8,7.29,1,2,588.52,5.25,2.79,sql_injection
9,2.49,2,3,565.13,7.0,2.8,sql_injection
3,1.95,2,2,453.54,8.24,2.15,sql_injection
25,8.63,5,2,887.75,2.36,2.72,sql_injection
13,3.47,5,3,842.81,5.59,3.33,sql_injection
29,2.53,1,1,820.79,3.44,2.75,sql_injection
21,2.09,3,2,566.07,2.49,3.28,sql_injection
0,3.12,3,3,561.04,8.57,2.41,sql_injection
16,6.2,5,1,834.88,3.23,2.77,sql_injection
10,7.04,6,3,888.42,7.34,3.27,sql_injection
0,7.5,3,3,656.7,1.85,2.27,sql_injection
14,6.71,6,1,497.05,7.83,3.19,sql_injection
21,7.34,3,1,850.88,0.71,1.94,sql_injection
5,4.14,5,3,775.91,5.11,2.32,sql_injection
13,9.91,3,3,411.88,6.01,2.51,sql_injection
12,3.19,4,1,704.85,7.11,2.94,sql_injection
27,7.55,3,3,771.92,7.92,2.38,sql_injection
16,6.26,4,1,394.11,8.44,2.33,sql_injection
14,5.21,3,3,836.45,5.51,2.63,sql_injection
9,3.35,1,1,452.25,5.84,2.38,sql_injection
22,6.25,5,3,406.78,6.0,2.09,sql_injection
14,7.16,1,2,629.36,4.19,3.01,sql_injection
18,2.2,0,2,618.31,4.86,3.32,sql_injection
17,5.4,1,3,603.89,0.79,2.24,sql_injection
17,6.71,4,2,680.39,5.12,2.65,sql_injection
35,7.62,0,1,909.84,3.01,2.32,sql_injection
10,7.5,5,3,819.74,5.31,2.71,sql_injection
25,2.57,1,1,752.36,2.03,3.06,sql_injection
17,7.23,3,1,559.95,4.24,2.94,sql_injection
31,7.12,2,2,798.65,4.11,2.93,sql_injection
24,5.71,4,1,686.04,7.05,2.66,sql_injection
16,9.3,2,2,682.69,4.66,2.36,sql_injection
29,8.09,0,1,716.08,5.8,2.72,sql_injection
9,6.39,1,3,533.84,6.34,2.45,sql_injection
22,1.37,5,2,433.2,3.55,3.4,sql_injection
0,2.08,5,3,822.74,5.83,2.89,sql_injection
10,8.84,7,1,481.12,5.81,2.64,sql_injection
3,5.17,3,3,590.09,3.54,2.61,sql_injection
9,9.63,3,3,546.33,6.17,1.86,sql_injection
0,7.92,1,3,837.75,5.63,2.25,sql_injection
21,7.69,5,3,833.6,4.93,3.06,sql_injection
10,4.14,1,2,463.27,6.04,2.27,sql_injection
8,2.47,4,3,624.94,7.07,3.36,sql_injection
11,4.63,2,2,424.2,2.65,2.42,sql_injection
12,2.59,4,2,411.95,5.77,2.22,sql_injection
18,8.11,1,2,568.54,5.98,2.87,sql_injection
21,2.62,0,1,800.27,4.22,3.12,sql_injection
13,3.41,2,2,529.83,2.68,2.57,sql_injection
8,6.33,0,2,708.53,6.87,2.84,sql_injection
27,5.63,1,1,788.23,7.31,2.59,sql_injection
3,5.7,2,1,371.2,5.32,3.09,sql_injection
18,8.68,6,2,615.33,4.33,3.16,sql_injection
2,3.76,1,2,717.25,3.77,1.97,sql_injection
2,0.37,4,3,491.6,5.79,2.58,sql_injection
10,4.95,1,3,542.01,5.74,2.68,sql_injection
9,4.21,5,1,883.12,7.41,2.29,sql_injection
11,7.14,1,3,840.63,5.45,2.46,sql_injection
18,7.39,3,3,828.46,7.0,2.21,sql_injection
12,6.67,2,3,609.87,4.52,3.17,sql_injection
23,1.64,1,3,848.65,4.33,2.36,sql_injection
16,5.78,1,3,748.88,4.23,2.74,sql_injection
11,6.87,0,4,853.22,4.81,2.28,sql_injection
19,4.13,7,3,359.55,7.63,3.19,sql_injection
17,7.76,5,3,347.55,6.25,2.25,sql_injection
0,4.31,4,1,900.1,6.31,3.36,sql_injection
26,2.04,5,1,787.53,9.41,2.71,sql_injection
33,7.47,4,2,638.17,2.13,2.12,sql_injection
19,4.16,3,1,423.77,5.47,2.41,sql_injection
22,5.47,1,2,605.48,5.48,3.11,sql_injection
24,8.59,7,2,613.53,2.96,2.46,sql_injection
24,5.85,5,2,700.1,6.58,2.28,sql_injection
10,6.15,2,2,780.67,6.61,3.2,sql_injection
11,5.07,5,2,444.39,4.96,3.25,sql_injection
12,7.27,3,2,375.46,3.47,2.94,sql_injection
23,2.01,6,1,888.32,7.06,1.91,sql_injection
5,7.3,1,3,782.6,3.83,2.32,sql_injection
20,2.86,4,2,488.77,4.67,2.57,sql_injection
15,7.42,3,2,676.21,5.48,2.65,sql_injection
34,8.18,5,3,475.18,3.47,3.45,sql_injection
19,5.02,1,1,569.26,6.91,2.65,sql_injection
29,5.68,0,3,562.1,6.51,2.39,sql_injection
11,5.71,4,3,339.8,6.33,2.15,sql_injection
20,4.4,2,3,867.14,6.13,2.08,sql_injection
22,2.94,0,3,842.45,6.05,2.28,sql_injection
27,2.25,5,2,812.19,3.57,2.86,sql_injection
11,2.78,6,3,559.85,4.26,2.65,sql_injection
20,5.06,6,2,674.79,2.22,2.33,sql_injection
23,7.07,1,2,521.29,4.84,2.5,sql_injection
27,6.24,1,3,549.26,4.24,2.27,sql_injection
1,7.55,0,2,544.32,4.32,3.14,sql_injection
7,3.29,0,2,382.3,3.51,2.93,sql_injection
23,6.18,4,3,730.43,2.04,3.49,sql_injection
28,1.64,4,2,967.68,2.72,2.98,sql_injection
9,2.18,6,1,281.76,2.44,2.77,sql_injection
10,4.63,5,2,846.32,3.64,3.49,sql_injection
19,6.21,1,3,531.1,6.26,2.49,sql_injection
11,4.5,0,1,669.49,2.84,2.2,sql_injection
26,7.19,1,1,604.58,5.55,2.85,sql_injection
22,0.71,6,3,819.98,2.35,2.9,sql_injection
25,9.16,0,2,564.25,7.12,1.88,sql_injection
29,7.08,3,3,552.89,4.73,2.71,sql_injection
17,7.53,2,3,695.95,5.63,2.77,sql_injection
21,2.81,0,1,489.8,7.48,2.24,sql_injection
25,5.5,3,3,847.22,5.36,2.57,sql_injection
29,7.2,5,3,636.43,5.93,2.43,sql_injection
19,4.5,0,3,686.58,5.73,3.04,sql_injection
17,2.9,4,3,373.42,4.87,2.43,sql_injection
30,2.79,2,2,945.31,6.12,2.57,sql_injection
28,4.31,4,3,474.63,3.19,2.5,sql_injection
15,8.08,4,1,521.4,4.05,2.7,sql_injection
5,6.92,5,1,637.02,5.03,2.92,sql_injection
25,7.68,4,2,758.56,3.2,2.65,sql_injection
12,3.49,2,1,927.03,2.08,2.9,sql_injection
5,5.56,0,2,472.91,6.03,3.23,sql_injection
21,6.25,4,3,485.91,1.72,3.19,sql_injection
31,5.47,7,3,854.17,5.55,2.61,sql_injection
18,6.29,2,3,449.88,6.44,2.73,sql_injection
3,8.45,1,2,416.58,2.18,2.56,sql_injection
0,2.44,3,2,526.09,5.58,2.45,sql_injection
18,7.28,7,2,737.14,1.94,3.07,sql_injection
20,5.44,4,3,843.96,4.01,2.92,sql_injection
12,4.31,3,3,706.34,7.3,3.67,sql_injection
27,7.45,3,3,626.44,2.98,2.91,sql_injection
6,1.41,3,2,784.82,6.64,3.06,sql_injection
6,7.94,3,3,775.36,7.95,3.49,sql_injection
4,5.94,1,1,450.46,8.01,2.96,sql_injection
7,6.0,1,1,676.88,2.95,3.0,sql_injection
25,1.45,1,2,586.57,3.15,2.49,sql_injection
31,3.6,7,3,412.89,7.96,1.93,sql_injection
6,5.39,2,2,747.47,2.54,3.32,sql_injection
8,7.07,2,2,761.95,6.44,2.51,sql_injection
8,7.56,4,2,570.82,2.61,3.28,sql_injection
0,4.58,1,1,399.01,4.38,3.12,sql_injection
28,4.24,1,1,925.54,8.45,3.31,sql_injection
28,2.76,3,1,455.78,3.68,2.21,sql_injection
21,4.53,5,2,776.67,7.3,3.32,sql_injection
30,4.31,6,1,499.33,5.73,3.34,sql_injection
0,2.54,4,2,981.38,3.41,2.12,sql_injection
10,7.2,1,1,369.06,3.52,2.56,sql_injection
11,1.83,5,2,433.51,4.49,2.8,sql_injection
0,4.11,7,2,523.37,3.06,2.32,sql_injection
19,2.69,2,1,914.68,3.49,2.89,sql_injection
2,2.89,1,3,760.21,4.31,3.04,sql_injection
14,4.52,3,2,647.68,5.5,2.32,sql_injection
10,5.2,0,3,370.15,3.47,3.16,sql_injection
34,6.75,4,1,908.69,2.69,2.87,sql_injection
29,5.16,6,3,774.04,1.62,2.83,sql_injection
8,5.38,2,3,835.24,2.82,3.28,sql_injection
6,6.85,6,2,539.51,3.97,2.63,sql_injection
24,1.78,0,3,602.2,5.61,2.22,sql_injection
7,8.76,3,2,364.58,7.64,3.3,sql_injection
21,2.12,2,1,717.82,6.23,2.9,sql_injection
22,3.54,3,1,622.65,3.85,2.27,sql_injection
8,9.58,0,2,534.15,4.83,3.13,sql_injection
26,6.26,3,3,387.16,4.06,3.12,sql_injection
18,4.63,1,3,743.67,7.88,2.61,sql_injection
22,3.92,0,3,874.63,4.35,2.61,sql_injection
16,8.56,0,3,474.83,5.07,2.88,sql_injection
25,2.74,3,2,547.76,4.0,2.41,sql_injection
6,1.38,5,1,857.54,5.39,2.69,sql_injection
28,5.58,3,3,530.38,6.22,2.92,sql_injection
9,6.47,0,3,570.46,4.29,3.01,sql_injection
6,6.35,5,1,485.04,3.71,2.63,sql_injection
5,3.27,4,2,448.47,2.52,3.14,sql_injection
6,5.66,4,2,661.67,7.64,2.54,sql_injection
22,6.31,2,1,570.42,5.77,2.63,sql_injection
7,5.78,0,2,340.03,3.79,2.11,sql_injection
21,3.14,3,2,860.26,8.14,2.52,sql_injection
12,3.13,5,2,494.67,6.21,2.71,sql_injection
12,5.91,1,2,843.09,5.57,2.06,sql_injection
8,6.8,0,1,503.53,3.34,2.77,sql_injection
6,6.65,2,1,753.04,5.39,2.95,sql_injection
7,8.28,2,3,809.84,2.6,1.96,sql_injection
0,3.07,4,2,886.64,5.04,3.34,sql_injection
7,3.99,5,3,393.4,4.65,2.15,sql_injection
11,7.51,3,2,660.52,6.77,2.2,sql_injection
5,5.7,0,3,433.34,4.97,2.52,sql_injection
17,6.31,2,1,659.59,3.22,2.48,sql_injection
19,4.97,3,1,513.7,4.11,2.55,sql_injection
14,8.76,3,1,691.08,7.62,2.98,sql_injection
25,7.61,0,1,516.55,3.84,2.01,sql_injection
21,5.98,6,3,620.02,1.98,2.57,sql_injection
28,2.84,6,1,737.21,2.94,2.31,sql_injection
3,9.33,3,2,497.8,4.12,3.13,sql_injection
14,5.85,6,3,746.28,5.66,3.46,sql_injection
17,9.36,3,2,620.43,4.77,3.01,sql_injection
6,4.05,3,2,455.47,1.17,3.63,sql_injection
13,5.1,1,3,1010.03,7.7,3.34,sql_injection
14,7.37,5,3,396.09,4.38,3.28,sql_injection
12,7.93,4,2,807.94,7.71,2.37,sql_injection
20,6.19,5,1,747.27,4.45,2.04,sql_injection
19,3.46,6,3,867.26,6.92,3.07,sql_injection
10,7.63,4,1,611.71,4.6,3.05,sql_injection
0,9.17,1,1,605.3,3.28,2.92,sql_injection
7,5.8,5,2,382.28,6.45,2.92,sql_injection
24,4.64,5,2,243.76,7.34,1.91,sql_injection
22,3.44,6,3,482.46,8.84,2.46,sql_injection
18,7.63,5,2,709.99,7.59,3.12,sql_injection
11,7.74,0,2,848.96,3.8,2.64,sql_injection
21,7.46,3,3,622.32,6.55,3.01,sql_injection
7,2.11,2,3,387.63,4.47,2.21,sql_injection
18,4.47,5,3,694.12,5.01,2.19,sql_injection
18,2.95,3,1,531.98,6.76,3.03,sql_injection
5,6.42,1,3,499.04,7.84,2.86,sql_injection
22,3.65,6,1,769.34,4.5,2.36,sql_injection
11,7.15,5,1,849.29,6.06,3.1,sql_injection
32,8.95,1,3,445.1,7.47,2.73,sql_injection
25,6.64,4,3,480.29,7.37,2.73,sql_injection
12,5.13,1,1,572.02,2.76,2.72,sql_injection
24,4.59,2,2,567.28,2.93,2.24,sql_injection
21,5.15,4,2,285.12,7.79,2.44,sql_injection
22,9.52,7,1,810.84,4.31,3.16,sql_injection
32,8.91,2,1,856.39,5.16,1.84,sql_injection
18,8.08,3,3,419.55,6.78,2.39,sql_injection
12,1.85,2,3,932.7,7.26,3.17,sql_injection
7,7.36,5,3,788.77,8.17,2.87,sql_injection
0,3.27,5,3,722.97,7.57,2.9,sql_injection
23,1.85,5,1,493.11,6.79,2.99,sql_injection
26,6.93,5,1,692.4,2.49,3.09,sql_injection
27,1.97,2,2,384.67,7.47,2.1,sql_injection
15,4.48,4,2,884.34,3.26,3.44,sql_injection
15,6.87,3,2,372.6,3.07,2.21,sql_injection
14,6.24,1,2,677.17,7.26,3.41,sql_injection
23,9.3,0,2,676.53,6.43,3.36,sql_injection
23,2.76,2,1,851.13,7.49,2.19,sql_injection
24,7.78,6,3,766.78,6.26,2.37,sql_injection
7,8.28,6,1,541.27,3.09,3.39,sql_injection
12,9.0,0,3,777.42,3.01,2.84,sql_injection
27,2.64,4,1,788.47,6.0,3.08,sql_injection
3,6.27,6,2,612.31,5.0,3.32,sql_injection
22,4.19,0,1,568.32,3.98,2.8,sql_injection
19,7.52,3,1,707.79,2.59,3.4,sql_injection
19,8.78,4,2,616.84,2.21,1.84,sql_injection
13,3.1,1,3,640.16,8.21,3.12,sql_injection
19,6.04,5,3,511.64,1.73,2.52,sql_injection
26,2.75,4,1,346.54,5.31,2.29,sql_injection
21,7.32,4,1,878.18,4.88,2.63,sql_injection
24,4.42,3,2,791.57,5.48,3.02,sql_injection
14,1.3,1,1,766.12,2.91,3.5,sql_injection
6,3.41,4,1,699.4,6.94,3.1,sql_injection
21,3.59,2,2,801.17,3.5,2.23,sql_injection
1,8.02,2,1,681.86,7.3,2.98,sql_injection
10,8.1,1,1,868.53,3.32,2.7,sql_injection
19,6.22,4,1,587.42,8.51,3.14,sql_injection
28,6.13,4,2,671.98,5.85,2.61,sql_injection
7,6.04,3,3,655.51,3.74,3.0,sql_injection
13,7.23,5,3,794.1,4.19,3.56,sql_injection
8,6.83,3,1,612.9,5.11,2.68,sql_injection
21,4.05,4,2,759.71,2.97,3.3,sql_injection
24,0.83,4,3,874.13,7.03,3.23,sql_injection
19,4.8,6,3,626.89,7.67,3.04,sql_injection
26,4.94,4,1,523.08,3.79,2.54,sql_injection
9,1.57,5,3,713.9,5.13,2.69,sql_injection
25,10.23,4,3,706.36,7.1,2.56,sql_injection
14,6.04,2,3,477.88,3.5,2.05,sql_injection
26,2.7,1,1,803.18,7.25,2.73,sql_injection
27,6.96,1,3,327.31,5.37,3.49,sql_injection
15,6.42,5,1,809.6,6.99,3.47,sql_injection
8,9.38,0,3,483.49,7.45,2.42,sql_injection
0,2.34,5,1,673.11,4.26,2.89,sql_injection
29,8.61,5,3,567.52,4.83,2.6,sql_injection
14,2.71,5,1,562.18,5.93,2.98,sql_injection
0,4.28,2,1,608.1,3.81,2.88,sql_injection
21,1.89,2,2,808.09,3.5,2.34,sql_injection
12,7.86,3,3,692.85,7.47,3.32,sql_injection
12,6.55,4,2,348.12,6.07,3.2,sql_injection
16,6.22,2,2,561.43,6.17,2.37,sql_injection
27,6.58,4,2,855.75,3.57,2.6,sql_injection
33,1.17,5,1,368.86,7.01,2.78,sql_injection
25,9.03,1,3,654.18,7.68,2.73,sql_injection
27,9.14,5,2,646.96,3.7,3.12,sql_injection
22,5.87,0,1,636.49,5.28,2.7,sql_injection
12,9.03,1,2,726.36,6.52,2.65,sql_injection
28,2.43,3,2,870.1,5.71,1.82,sql_injection
19,3.0,1,1,663.59,3.35,3.52,sql_injection
15,2.44,5,2,453.09,4.18,3.21,sql_injection
12,6.09,1,2,782.5,6.21,2.25,sql_injection
17,6.66,6,2,686.04,7.81,2.08,sql_injection
34,7.09,3,1,705.36,3.85,2.02,sql_injection
17,4.61,2,2,333.52,4.52,2.84,sql_injection
20,4.53,2,2,422.73,3.19,2.71,sql_injection
15,7.39,7,1,449.27,7.06,2.67,sql_injection
3,4.99,4,3,496.65,4.55,2.89,sql_injection
5,7.82,4,3,768.37,7.25,3.34,sql_injection
13,5.86,4,1,478.48,7.23,3.02,sql_injection
21,1.32,1,2,776.76,5.98,2.78,sql_injection
4,3.01,3,1,314.76,6.57,2.57,sql_injection
11,6.4,1,3,670.94,2.97,2.31,sql_injection
20,6.65,6,3,741.61,6.85,2.39,sql_injection
16,2.72,4,2,463.28,4.91,2.41,sql_injection
10,3.92,4,1,533.42,3.5,2.6,sql_injection
17,4.13,4,2,469.45,1.09,2.92,sql_injection
18,2.27,6,3,767.08,2.67,2.58,sql_injection
7,1.58,7,3,547.02,3.37,2.01,sql_injection
26,9.98,0,3,439.11,7.81,2.13,sql_injection
6,9.0,1,1,870.22,6.38,2.11,sql_injection
3,6.61,0,3,712.83,2.79,2.74,sql_injection
21,2.32,6,3,753.17,3.47,2.23,sql_injection
21,9.4,7,2,854.33,2.11,2.64,sql_injection
16,3.07,0,2,804.16,8.53,3.14,sql_injection
20,4.55,0,3,727.11,6.26,2.8,sql_injection
15,7.24,4,3,496.54,5.37,3.47,sql_injection
16,2.14,4,2,669.93,3.65,2.86,sql_injection
11,7.9,1,3,620.19,5.45,2.85,sql_injection
15,1.06,6,1,643.8,6.29,2.97,sql_injection
236,30.16,9,12,1308.95,19.79,7.13,malware
263,13.59,0,1,1387.8,9.98,7.08,malware
79,3.8,5,7,2178.6,12.12,7.49,malware
265,3.12,0,6,845.41,20.12,7.66,malware
0,29.52,4,11,1679.97,9.83,7.69,malware
269,40.31,3,7,1563.61,25.29,7.89,malware
39,1.99,2,6,1118.46,13.32,7.29,malware
78,0.0,3,11,1878.83,11.39,7.44,malware
120,45.81,4,0,1796.15,13.51,7.33,malware
250,18.59,4,2,1320.43,32.56,6.52,malware
299,30.05,2,8,1751.75,3.68,7.06,malware
101,6.15,1,3,942.31,25.79,7.97,malware
233,32.74,4,5,1253.33,28.43,7.52,malware
27,29.39,5,2,1121.47,16.15,6.73,malware
253,28.61,8,13,1945.68,22.34,7.84,malware
291,1.87,0,11,810.65,11.41,7.64,malware
1,38.7,10,4,1328.92,5.04,7.36,malware
171,5.91,7,8,1360.01,14.49,7.67,malware
8,35.52,1,2,1822.65,17.09,6.85,malware
114,43.9,5,8,1265.02,22.12,7.66,malware
57,25.42,6,8,1323.46,14.95,7.94,malware
138,23.45,9,11,1472.08,22.79,7.62,malware
21,0.0,5,1,1675.56,15.06,7.3,malware
102,43.87,6,10,2031.59,14.29,6.66,malware
111,0.0,7,5,1236.18,21.15,7.11,malware
291,36.57,6,13,2007.4,26.53,6.63,malware
166,55.8,4,1,1049.81,4.18,7.19,malware
238,37.2,4,12,979.22,21.22,7.74,malware
50,19.57,7,3,1242.22,24.25,7.48,malware
253,56.26,5,1,1957.03,27.83,7.91,malware
42,27.03,8,4,1753.59,18.63,7.16,malware
21,15.34,3,7,957.3,17.0,6.79,malware
251,30.31,0,13,919.09,24.4,7.65,malware
227,34.1,6,2,1814.67,10.38,7.31,malware
141,1.93,2,5,1011.94,24.19,7.51,malware
242,20.34,1,7,1079.1,15.26,7.06,malware
244,14.41,3,13,1673.87,21.06,6.92,malware
46,20.14,6,8,1583.95,5.19,6.84,malware
203,32.46,0,9,576.16,14.33,7.03,malware
163,44.71,8,5,1856.9,20.71,6.82,malware
158,3.69,6,1,946.76,21.79,7.75,malware
229,42.48,4,5,1879.77,15.57,8.13,malware
105,55.14,3,4,881.87,16.16,6.92,malware
15,17.42,2,9,1050.93,27.14,6.71,malware
247,44.3,8,7,1663.48,9.16,7.39,malware
78,30.0,2,2,1132.21,11.93,7.55,malware
0,31.63,3,9,1265.53,24.48,7.65,malware
62,25.96,5,7,924.97,14.63,7.1,malware
128,17.32,5,6,1494.22,21.56,6.57,malware
105,17.66,9,11,1444.26,10.81,6.71,malware
